transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status,campaign_id,has_campaign,product_name,category,standard_price,cost_price,margin_percentage,active_status,customer_type,segment,acquisition_channel,customer_since,location_category,customer_attribute,attribute_type,campaign_name,campaign_start_date,campaign_end_date,offer_type,campaign_cost,transaction_year,transaction_month,transaction_year_month,discount_band,customer_tenure_days,margin_percentage_tx
TXN026807,3/4/2024,C01439,P0004,BR04,Partner,3,82.38,0,247.14,247.14,165.24,81.9,Pending,No Campaign,FALSE,Ultra Lip Balm Set,Beauty & Personal Care,79.04,55.08,30.31,Active,SME,Budget,Referral,8/10/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,572,33.14
TXN009634,3/4/2024,C01474,P0020,BR06,Partner,7,48.03,0,336.21,336.21,225.61,110.6,Pending,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Referral,2/24/2022,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,739,32.9
TXN013433,3/4/2024,C00941,P0019,BR03,Online,3,757.13,20,2271.39,1817.11,1207.74,609.37,Paid,No Campaign,FALSE,Pro Webcam,Electronics,773.93,402.58,47.98,Active,Individual,Standard,Online,3/11/2023,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,359,33.54
TXN016217,3/4/2024,C00014,P0029,BR04,Online,2,112.28,15,224.56,190.88,216.64,-25.76,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,SME,Budget,Referral,2/16/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,11-15%,17,-13.5
TXN026940,3/4/2024,C00627,P0088,BR06,Branch,2,73.37,5,146.74,139.4,69.72,69.68,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Budget,Online,7/15/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,598,49.99
TXN022364,3/4/2024,C00784,P0029,BR03,Dealer,2,113.7,20,227.4,181.92,216.64,-34.72,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,SME,New,Online,2/16/2023,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,382,-19.09
TXN043565,3/4/2024,C00731,P0006,BR01,Dealer,2,46.12,20,92.24,73.79,51.42,22.37,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,SME,Budget,Sales Team,1/18/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,46,30.32
TXN002509,3/4/2024,C00600,P0032,BR05,Online,4,14.42,20,57.68,46.14,33.28,12.86,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Budget,Online,1/7/2024,Other,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,57,27.87
TXN010453,3/4/2024,C00246,P0058,BR06,Dealer,4,78.19,5,312.76,297.12,150.12,147,Paid,No Campaign,FALSE,Lite Deodorant,Beauty & Personal Care,77.91,37.53,51.83,Active,SME,Standard,Sales Team,1/17/2023,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,412,49.47
TXN047255,3/4/2024,C01241,P0045,BR02,Direct Sales,4,174.11,15,696.44,591.97,545.88,46.09,Paid,No Campaign,FALSE,Deluxe Throw Blanket,Home & Living,182.51,136.47,25.23,Active,Individual,Standard,Sales Team,1/12/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,52,7.79
TXN010419,3/4/2024,C00605,P0088,BR02,Online,3,70.37,20,211.11,168.89,104.58,64.31,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,Standard,Sales Team,2/10/2024,Other,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,23,38.08
TXN017099,3/4/2024,C01974,P0093,BR01,Partner,4,144.39,0,577.56,577.56,412.84,164.72,Paid,No Campaign,FALSE,Advanced Table Lamp,Home & Living,143.45,103.21,28.05,Active,Individual,Standard,Online,7/20/2022,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,593,28.52
TXN018249,3/4/2024,C00889,P0046,BR03,Direct Sales,3,106.38,35.97,319.14,204.35,231.45,-27.1,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,SME,Budget,Referral,1/20/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,20%+,44,-13.26
TXN025057,3/4/2024,C01211,P0088,BR02,Branch,3,70.68,15,212.04,180.23,104.58,75.65,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,New,Walk-in,3/4/2024,Other,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,0,41.97
TXN033461,3/4/2024,C00602,P0078,BR02,Branch,1,17.48,5,17.48,16.61,8.95,7.66,Overdue,No Campaign,FALSE,Prime Fruit Preserve Jar,Food & Beverage,18.19,8.95,50.8,Active,SME,Premium,Online,2/22/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,11,46.12
TXN025714,3/4/2024,C01319,P0090,BR01,Online,2,45.43,0,90.86,90.86,64.2,26.66,Pending,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,SME,Standard,Referral,9/4/2022,Suburban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,547,29.34
TXN013858,3/4/2024,C01388,P0060,BR02,Online,2,30.58,10,61.16,55.04,40.64,14.4,Paid,No Campaign,FALSE,Pro Spice Set,Food & Beverage,29.64,20.32,31.44,Active,Individual,Standard,Online,1/14/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,50,26.16
TXN044188,3/4/2024,C01416,P0088,BR02,Online,3,76.19,10,228.57,205.71,104.58,101.13,Pending,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Corporate,Budget,Online,3/3/2024,Suburban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,1,49.16
TXN024476,3/4/2024,C01736,P0020,BR01,Branch,3,47.54,15,142.62,121.23,96.69,24.54,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,10/29/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,127,20.24
TXN024426,3/4/2024,C01817,P0013,BR02,Branch,1,647.88,20,647.88,518.3,308.41,209.89,Paid,No Campaign,FALSE,Lite Webcam,Electronics,626.95,308.41,50.81,Active,Individual,Budget,Walk-in,1/21/2024,Other,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,43,40.5
TXN002319,3/4/2024,C00516,P0032,BR01,Direct Sales,4,13.7,5,54.8,52.06,33.28,18.78,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Standard,Walk-in,2/4/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,29,36.07
TXN011098,3/4/2024,C00312,P0070,BR03,Branch,6,40.43,20,242.58,194.06,150,44.06,Paid,No Campaign,FALSE,Deluxe Deodorant,Beauty & Personal Care,41.57,25,39.86,Active,Individual,Premium,Online,1/5/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,59,22.7
TXN022587,3/4/2024,C00295,P0032,BR04,Online,3,14.37,5,43.11,40.95,24.96,15.99,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Corporate,New,Walk-in,5/6/2023,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,303,39.05
TXN022559,3/4/2024,C00123,P0020,BR06,Direct Sales,3,51.52,0,154.56,154.56,96.69,57.87,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Referral,1/28/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,36,37.44
TXN036884,3/4/2024,C00831,P0006,BR03,Branch,3,47.03,5,141.09,134.04,77.13,56.91,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Online,1/29/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,35,42.46
TXN002362,3/4/2024,C01684,P0022,BR06,Direct Sales,2,7.96,5,15.92,15.12,7.26,7.86,Paid,No Campaign,FALSE,Compact Deodorant,Beauty & Personal Care,7.61,3.63,52.3,Active,Individual,New,Referral,7/15/2022,Other,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,598,51.98
TXN010955,3/4/2024,C01352,P0046,BR07,Online,3,111.46,5,334.38,317.66,231.45,86.21,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Standard,Walk-in,12/17/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,443,27.14
TXN043817,3/4/2024,C01132,P0031,BR02,Partner,3,518.98,5,1556.94,1479.09,1049.31,429.78,Paid,No Campaign,FALSE,Max USB-C Hub,Electronics,542.32,349.77,35.5,Active,SME,New,Walk-in,1/5/2024,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,59,29.06
TXN003611,3/4/2024,C01233,P0020,BR01,Online,4,50.31,0,201.24,201.24,128.92,72.32,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Standard,Online,12/2/2023,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,93,35.94
TXN027500,3/4/2024,C01002,P0015,BR03,Partner,2,191.8,0,383.6,383.6,237.92,145.68,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Budget,Sales Team,7/17/2023,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,231,37.98
TXN027706,3/4/2024,C00110,P0046,BR03,Branch,2,103.72,0,207.44,207.44,154.3,53.14,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Standard,Online,7/10/2022,Other,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,603,25.62
TXN017792,3/4/2024,C01281,P0010,BR02,Online,7,20.46,5,143.22,136.06,82.74,53.32,Overdue,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,Standard,Referral,6/20/2023,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,258,39.19
TXN047371,3/4/2024,C00243,P0010,BR06,Dealer,6,19.85,0,119.1,119.1,70.92,48.18,Paid,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,Individual,Premium,Online,11/19/2023,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,106,40.45
TXN027176,3/4/2024,C01202,P0038,BR08,Online,2,70.67,10,141.34,127.21,64.2,63.01,Paid,No Campaign,FALSE,Basic Wool Sweater,Apparel,70.33,32.1,54.36,Active,Individual,Standard,Walk-in,1/15/2022,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,779,49.53
TXN027227,3/4/2024,C00116,P0079,BR02,Partner,2,245.41,15,490.82,417.2,268.94,148.26,Overdue,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,SME,Budget,Online,2/2/2024,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,11-15%,31,35.54
TXN021258,3/4/2024,C00440,P0006,BR02,Dealer,3,47.45,5,142.35,135.23,77.13,58.1,Pending,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,New,Sales Team,1/18/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,46,42.96
TXN023717,3/4/2024,C01729,P0020,BR05,Branch,4,47.59,0,190.36,190.36,128.92,61.44,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,7/12/2022,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,601,32.28
TXN023859,3/4/2024,C01716,P0071,BR04,Online,2,25.98,20,51.96,41.57,25,16.57,Paid,No Campaign,FALSE,Plus Sports Towel,Sports & Outdoors,24.78,12.5,49.56,Active,SME,Budget,Walk-in,1/17/2024,Other,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,47,39.86
TXN043188,3/4/2024,C01348,P0017,BR05,Direct Sales,2,222.4,0,444.8,444.8,278.22,166.58,Paid,No Campaign,FALSE,Everyday Yoga Mat,Sports & Outdoors,225.8,139.11,38.39,Active,Individual,Standard,Sales Team,3/4/2024,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,0,37.45
TXN004628,3/4/2024,C00852,P0020,BR04,Direct Sales,1,50.25,20,50.25,40.2,32.23,7.97,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Budget,Sales Team,10/20/2023,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,136,19.83
TXN008193,3/4/2024,C01108,P0089,BR03,Partner,5,195.46,0,977.3,977.3,883.15,94.15,Paid,No Campaign,FALSE,Ultra Camping Tent,Sports & Outdoors,202.08,176.63,12.59,Active,SME,Standard,Walk-in,2/14/2022,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,749,9.63
TXN030463,3/4/2024,C00389,P0088,BR05,Branch,3,71.27,10,213.81,192.43,104.58,87.85,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Premium,Walk-in,10/25/2022,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,496,45.65
TXN011708,3/5/2024,C01216,P0020,BR08,Online,2,49.76,10,99.52,89.57,64.46,25.11,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,New,Referral,1/15/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,50,28.03
TXN036899,3/5/2024,C01968,P0096,BR04,Online,3,32.86,0,98.58,98.58,75.69,22.89,Overdue,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,Individual,Standard,Walk-in,1/31/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,764,23.22
TXN005127,3/5/2024,C01128,P0006,BR05,Online,1,47.71,0,47.71,47.71,25.71,22,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Online,9/12/2023,Other,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,175,46.11
TXN004668,3/5/2024,C00855,P0071,BR02,Dealer,7,23.56,20,164.92,131.94,87.5,44.44,Paid,No Campaign,FALSE,Plus Sports Towel,Sports & Outdoors,24.78,12.5,49.56,Active,Corporate,New,Sales Team,1/31/2024,Suburban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,16-20%,34,33.68
TXN003400,3/5/2024,C01541,P0011,BR06,Branch,3,165.1,20,495.3,396.24,333.03,63.21,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,New,Online,10/30/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,127,15.95
TXN003792,3/5/2024,C00084,P0059,BR02,Direct Sales,1,351.25,0,351.25,351.25,212.87,138.38,Paid,No Campaign,FALSE,Deluxe Water Bottle,Sports & Outdoors,338.52,212.87,37.12,Active,Individual,Standard,Walk-in,2/1/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,33,39.4
TXN011162,3/5/2024,C01405,P0020,BR02,Direct Sales,1,50.33,5,50.33,47.81,32.23,15.58,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Budget,Walk-in,1/20/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2024,3,2024-03,1-5%,45,32.59
TXN033360,3/5/2024,C01117,P0052,BR05,Branch,6,6.74,0,40.44,40.44,20.52,19.92,Paid,No Campaign,FALSE,Max Hair Serum,Beauty & Personal Care,6.6,3.42,48.18,Active,Individual,Standard,Online,1/11/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,54,49.26
TXN015440,3/5/2024,C00091,P0099,BR03,Online,2,241,10,482,433.8,316.74,117.06,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,New,Online,1/27/2023,Other,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,403,26.98
TXN001168,3/5/2024,C00730,P0030,BR05,Online,3,45.98,5,137.94,131.04,92.37,38.67,Overdue,No Campaign,FALSE,Ultra Trail Mix Pouch,Food & Beverage,46.24,30.79,33.41,Active,Individual,Budget,Walk-in,3/11/2022,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,725,29.51
TXN037547,3/5/2024,C01962,P0013,BR01,Dealer,3,643.51,5,1930.53,1834,925.23,908.77,Paid,No Campaign,FALSE,Lite Webcam,Electronics,626.95,308.41,50.81,Active,Individual,Standard,Sales Team,1/2/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,63,49.55
TXN029879,3/5/2024,C01614,P0032,BR07,Online,3,14.11,0,42.33,42.33,24.96,17.37,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,New,Referral,3/5/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,0,41.03
TXN016403,3/5/2024,C00924,P0016,BR02,Online,3,84.24,10,252.72,227.45,145.23,82.22,Paid,No Campaign,FALSE,Everyday Hand Cream,Beauty & Personal Care,81.87,48.41,40.87,Active,Individual,Standard,Online,1/2/2024,Other,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,63,36.15
TXN048670,3/5/2024,C00121,P0084,BR01,Online,2,43.47,15,86.94,73.9,60.34,13.56,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Budget,Walk-in,11/19/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,472,18.35
TXN014974,3/5/2024,C00008,P0069,BR07,Direct Sales,5,35.54,5,177.7,168.81,111.5,57.31,Overdue,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Premium,Online,2/4/2024,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,30,33.95
TXN044851,3/5/2024,C01447,P0096,BR01,Online,2,33.53,15,67.06,57,50.46,6.54,Paid,No Campaign,FALSE,Advanced Granola Mix,Food & Beverage,34.52,25.23,26.91,Active,Corporate,Budget,Walk-in,12/2/2023,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,11-15%,94,11.47
TXN032218,3/5/2024,C01186,P0021,BR06,Online,2,272.37,5,544.74,517.5,309.7,207.8,Paid,No Campaign,FALSE,Basic Scented Candle,Home & Living,270.76,154.85,42.81,Active,Individual,Premium,Referral,1/12/2024,Other,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,53,40.15
TXN049844,3/5/2024,C01543,P0018,BR03,Online,3,4.76,0,14.28,14.28,8.31,5.97,Overdue,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,SME,Premium,Walk-in,7/8/2022,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,606,41.81
TXN040747,3/5/2024,C00428,P0075,BR06,Online,2,380.15,5,760.3,722.28,541.62,180.66,Paid,No Campaign,FALSE,Advanced Cutlery Set,Home & Living,392.13,270.81,30.94,Active,Individual,Standard,Online,7/26/2022,Urban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,588,25.01
TXN002577,3/5/2024,C01420,P0005,BR08,Online,8,192.23,20,1537.84,1230.27,745.2,485.07,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Standard,Referral,1/19/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,16-20%,46,39.43
TXN013682,3/5/2024,C01182,P0016,BR01,Branch,2,79.53,15,159.06,135.2,96.82,38.38,Paid,No Campaign,FALSE,Everyday Hand Cream,Beauty & Personal Care,81.87,48.41,40.87,Active,Individual,New,Online,9/11/2022,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,541,28.39
TXN012464,3/5/2024,C00978,P0088,BR04,Direct Sales,4,71.2,15,284.8,242.08,139.44,102.64,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Premium,Online,1/6/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,59,42.4
TXN041025,3/5/2024,C01205,P0042,BR02,Online,3,33.63,10,100.89,90.8,58.32,32.48,Overdue,No Campaign,FALSE,Basic Granola Mix,Food & Beverage,34.63,19.44,43.86,Active,Individual,Budget,Online,1/19/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,46,35.77
TXN040706,3/5/2024,C00076,P0088,BR06,Partner,2,75.14,0,150.28,150.28,69.72,80.56,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Sales Team,10/17/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,505,53.61
TXN001066,3/5/2024,C00801,P0006,BR01,Dealer,3,45.54,10,136.62,122.96,77.13,45.83,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Online,1/14/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,51,37.27
TXN039262,3/5/2024,C00635,P0049,BR08,Online,6,139.01,5,834.06,792.36,799.2,-6.84,Pending,No Campaign,FALSE,Lite Webcam,Electronics,145.57,133.2,8.5,Active,Individual,New,Online,7/5/2023,Other,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,244,-0.86
TXN048178,3/5/2024,C00393,P0021,BR03,Dealer,4,274.83,0,1099.32,1099.32,619.4,479.92,Paid,No Campaign,FALSE,Basic Scented Candle,Home & Living,270.76,154.85,42.81,Active,Individual,Standard,Online,1/7/2024,Urban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,58,43.66
TXN024112,3/5/2024,C00849,P0078,BR02,Branch,1,18.6,0,18.6,18.6,8.95,9.65,Paid,No Campaign,FALSE,Prime Fruit Preserve Jar,Food & Beverage,18.19,8.95,50.8,Active,Individual,Standard,Online,1/8/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,57,51.88
TXN047116,3/5/2024,C00532,P0023,BR02,Branch,4,67.54,0,270.16,270.16,155.68,114.48,Overdue,No Campaign,FALSE,Lite Trekking Pole,Sports & Outdoors,64.83,38.92,39.97,Active,SME,Budget,Walk-in,3/16/2022,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2024,3,2024-03,0%,720,42.37
TXN022451,3/5/2024,C00322,P0099,BR02,Online,4,230.78,10,923.12,830.81,633.48,197.33,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Referral,1/23/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,42,23.75
TXN016004,3/5/2024,C00024,P0042,BR01,Dealer,2,34.96,10,69.92,62.93,38.88,24.05,Paid,No Campaign,FALSE,Basic Granola Mix,Food & Beverage,34.63,19.44,43.86,Active,Individual,Budget,Online,1/13/2024,Suburban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,52,38.22
TXN023509,3/5/2024,C00363,P0005,BR06,Online,3,194.2,10,582.6,524.34,279.45,244.89,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,SME,Standard,Online,1/23/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2024,3,2024-03,6-10%,42,46.7
TXN032750,3/5/2024,C00433,P0028,BR05,Partner,1,16.42,15,16.42,13.96,11.59,2.37,Paid,No Campaign,FALSE,Ultra Shampoo,Beauty & Personal Care,16.08,11.59,27.92,Active,Individual,Budget,Referral,1/1/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,64,16.98
TXN008961,3/5/2024,C00737,P0011,BR05,Branch,3,152.4,0,457.2,457.2,333.03,124.17,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Online,5/6/2023,Other,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,304,27.16
TXN028369,3/5/2024,C01486,P0090,BR08,Branch,2,44.63,10,89.26,80.33,64.2,16.13,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Budget,Referral,11/12/2022,Suburban,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,479,20.08
TXN027097,3/5/2024,C00601,P0032,BR03,Branch,2,14.07,15,28.14,23.92,16.64,7.28,Pending,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,New,Online,3/5/2024,Urban,26-35,age_band,No Campaign,,,No offer,,2024,3,2024-03,11-15%,0,30.43
TXN048259,3/5/2024,C00749,P0029,BR03,Online,1,109.14,10,109.14,98.23,108.32,-10.09,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Budget,Walk-in,2/4/2024,Other,36-45,age_band,No Campaign,,,No offer,,2024,3,2024-03,6-10%,30,-10.27
TXN003527,3/5/2024,C01306,P0053,BR06,Branch,5,52.84,0,264.2,264.2,154.75,109.45,Paid,No Campaign,FALSE,Compact Trekking Pole,Sports & Outdoors,51.42,30.95,39.81,Active,Individual,Standard,Referral,1/7/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2024,3,2024-03,0%,58,41.43
TXN029625,3/5/2024,C00768,P0088,BR04,Online,3,73.59,5,220.77,209.73,104.58,105.15,Overdue,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Walk-in,7/16/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2024,3,2024-03,1-5%,233,50.14
